SiteId,Site Type,System Name,x,y,z,Region (Calculated),Region (Journal),Primary Star,Body Name,POI Id,Body Sub Type,Gravity,Distance To Arrival,Surface Temperature,Volcanism,Orbital Period,Rotational Period,Orbital Eccentricity,Reported By,
319,Gamma,GRAEA HYPUE QL-V B19-15,-819.125,-623.34375,13440.4375,Norma Expanse,Norma Expanse,M (Red dwarf) Star,D 2,2,High metal content world,0.1815767762,77658,284,Major Rocky Magma,1.788774595,1.740713976,0.00315,Namix,
320,Beta,COL 132 SECTOR GS-K D8-33,1111.5,-379.75,-418.3125,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,D 4,3,High metal content world,0.14327203,136796,295,No volcanism,7.52832575,7.528329352,0.000367,Dreamstate,
321,Alpha,COL 132 SECTOR GS-K D8-33,1111.5,-379.75,-418.3125,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,D 4,1,High metal content world,0.14327203,136796,295,No volcanism,7.52832575,7.528329352,0.000367,Dreamstate,
322,Gamma,COL 132 SECTOR GS-K D8-33,1111.5,-379.75,-418.3125,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,D 4,2,High metal content world,0.14327203,136796,295,No volcanism,7.52832575,7.528329352,0.000367,Dreamstate,
323,Alpha,GRAEA HYPUE LS-S D4-81,-760.8125,-641.09375,13431.65625,Norma Expanse,Norma Expanse,A (Blue-White) Star,AB 5 A,1,Rocky body,0.2691666733,2437,215,No volcanism,3.429579652,3.429648193,0.002111,_Definzy_,
324,Alpha,GRAEA HYPUE LS-S D4-81,-760.8125,-641.09375,13431.65625,Norma Expanse,Norma Expanse,A (Blue-White) Star,AB 5 A,2,Rocky body,0.2691666733,2437,215,No volcanism,3.429579652,3.429648193,0.002111,_Definzy_,
325,Gamma,GRAEA HYPUE LS-S D4-81,-760.8125,-641.09375,13431.65625,Norma Expanse,Norma Expanse,A (Blue-White) Star,AB 6 C,1,Rocky body,0.1466233563,3629,226,No volcanism,3.514888317,3.446120534,0.00007,_Definzy_,
326,Beta,GRAEA HYPUE LS-S D4-81,-760.8125,-641.09375,13431.65625,Norma Expanse,Norma Expanse,A (Blue-White) Star,AB 6 C,2,Rocky body,0.1466233563,3629,226,No volcanism,3.514888317,3.446120534,0.00007,_Definzy_,
327,Gamma,GRAEA HYPUE LS-S D4-3,-726.96875,-589.90625,13438.40625,Norma Expanse,Norma Expanse,A (Blue-White) Star,6 A,1,Rocky body,0.1520568662,2233,241,Minor Metallic Magma,1.233742952,1.233808668,0.000384,CDWH89,
328,Beta,GRAEA HYPUE LS-S D4-3,-726.96875,-589.90625,13438.40625,Norma Expanse,Norma Expanse,A (Blue-White) Star,6 A,2,Rocky body,0.1520568662,2233,241,Minor Metallic Magma,1.233742952,1.233808668,0.000384,CDWH89,
329,Gamma,GRAEA HYPUE LS-S D4-3,-726.96875,-589.90625,13438.40625,Norma Expanse,Norma Expanse,A (Blue-White) Star,4 A,1,Rocky body,0.2757463083,1620,234,Minor Metallic Magma,1.291634239,1.291665193,0.00088,Grimelinho,
330,Gamma,GRAEA HYPUE LS-S D4-81,-760.8125,-641.09375,13431.65625,Norma Expanse,Norma Expanse,A (Blue-White) Star,AB 6 B,2,Rocky body,0.1280530858,3629,237,No volcanism,2.317827333,2.256235697,0.003822,Grimelinho,
331,Gamma,NGC 3199 SECTOR CQ-Y D6,14596.96875,-264.6875,3570.78125,Outer Orion Spur,Outer Orion Spur,F (White) Star,B 4,1,High metal content world,0.3016815863,6466,300,No volcanism,140.280856,2.193719058,0.003648,felsen83,
332,Beta,NGC 3199 SECTOR CQ-Y D6,14596.96875,-264.6875,3570.78125,Outer Orion Spur,Outer Orion Spur,F (White) Star,B 4,2,High metal content world,0.3016815863,6466,300,No volcanism,140.280856,2.193719058,0.003648,felsen83,
333,Alpha,NGC 3199 SECTOR XJ-A D10,14544.0625,-237.625,3489.375,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star,11 A,2,Rocky body,0.2141310528,1864,226,Metallic Magma,0.9331145703,0.9331300995,0.000378,felsen83,
334,Beta,NGC 3199 SECTOR XJ-A D10,14544.0625,-237.625,3489.375,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star,11 A,1,Rocky body,0.2141310528,1864,226,Metallic Magma,0.9331145703,0.9331300995,0.000378,felsen83,
335,Gamma,NGC 3199 SECTOR XJ-A D10,14544.0625,-237.625,3489.375,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star,13 B,1,Rocky body,0.1796097497,2293,248,No volcanism,7.982571092,7.858519984,0.000068,felsen83,
336,Alpha,GRAEA HYPUE LS-S D4-81,-760.8125,-641.09375,13431.65625,Norma Expanse,Norma Expanse,A (Blue-White) Star,AB 6 B,1,Rocky body,0.1280530858,3399,237,No volcanism,2.317827333,2.256235697,0.003822,Niam Leeson,
337,Gamma,COL 173 SECTOR YF-N C7-5,1073.21875,-392.25,-378.3125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,3,High metal content world,0.2638051549,1988,280,No volcanism,3.633865397,6.038770016,0.16039,Gaesatae,
338,Alpha,COL 173 SECTOR DM-L C8-0,1100.53125,-425,-341.84375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 3,1,High metal content world,0.2754635069,3056,280,No volcanism,42.80855741,42.80865891,0.000579,Acred,
339,Beta,COL 173 SECTOR DM-L C8-0,1100.53125,-425,-341.84375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 2,3,High metal content world,0.2895657598,3199,292,No volcanism,36.16674907,36.16683315,0.004736,Namix,
340,Alpha,COL 173 SECTOR DM-L C8-0,1100.53125,-425,-341.84375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 2,2,High metal content world,0.2895657598,3199,292,No volcanism,36.16674907,36.16683315,0.004736,Namix,
341,Beta,COL 173 SECTOR DM-L C8-0,1100.53125,-425,-341.84375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 2,1,High metal content world,0.2895657598,3199,292,No volcanism,36.16674907,36.16683315,0.004736,Namix,
342,Beta,COL 173 SECTOR GM-V D2-3,1000.28125,-383.25,-444.8125,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star,AB 1 B,2,Rocky body,0.1543033411,2841,233,No volcanism,2.887800198,2.887848383,0.001127,Namix,
343,Gamma,COL 173 SECTOR GM-V D2-3,1000.28125,-383.25,-444.8125,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star,AB 1 B,1,Rocky body,0.1543033411,2841,233,No volcanism,2.887800198,2.887848383,0.001127,Namix,
344,Alpha,COL 173 SECTOR GM-V D2-3,1000.28125,-383.25,-444.8125,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star,AB 1 B,3,Rocky body,0.1543033411,2841,233,No volcanism,2.887800198,2.887848383,0.001127,Namix,
345,Beta,COL 173 SECTOR GM-V D2-3,1000.28125,-383.25,-444.8125,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star,AB 1 C,2,Rocky body,0.158489481,2840,223,No volcanism,4.439075857,4.439150206,0.000186,Namix,
346,Gamma,COL 173 SECTOR GM-V D2-3,1000.28125,-383.25,-444.8125,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star,AB 1 C,1,Rocky body,0.158489481,2840,223,No volcanism,4.439075857,4.439150206,0.000186,Namix,
347,Gamma,EORL AUWSY SY-Z D13-3732,4958.9375,163.9375,20635.09375,Empyrean Straits,Empyrean Straits,G (White-Yellow) Star,9 A,1,Rocky body,0.1291166423,2684,239,Metallic Magma,0.9497613198,0.949776051,0.000625,CDD_Juriy,
348,Gamma,EORL AUWSY SY-Z D13-3732,4958.9375,163.9375,20635.09375,Empyrean Straits,Empyrean Straits,G (White-Yellow) Star,9 A,2,Rocky body,0.1291166423,2684,239,Metallic Magma,0.9497613198,0.949776051,0.000625,CDD_Juriy,
349,Gamma,COL 173 SECTOR ZK-O D6-24,1250.0625,-397.9375,-135.90625,Inner Orion Spur,Inner Orion Spur,F (White) Star,3 A,3,Rocky body,0.1537705573,1015,296,Minor Metallic Magma,1.215588163,1.215615865,0.000313,Alkibiades,
350,Alpha,COL 173 SECTOR ZK-O D6-24,1250.0625,-397.9375,-135.90625,Inner Orion Spur,Inner Orion Spur,F (White) Star,3 A,2,Rocky body,0.1537705573,1015,296,Minor Metallic Magma,1.215588163,1.215615865,0.000313,Alkibiades,
351,Gamma,COL 173 SECTOR ZK-O D6-24,1250.0625,-397.9375,-135.90625,Inner Orion Spur,Inner Orion Spur,F (White) Star,3 A,1,Rocky body,0.1537705573,1015,296,Minor Metallic Magma,1.215588163,1.215615865,0.000313,Alkibiades,
352,Alpha,COL 173 SECTOR ID-Z C14-0,1228.90625,-401.4375,-26.96875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,A 4,2,High metal content world,0.3395783778,173,287,No volcanism,94.61099627,-94.61105277,0.000466,Alkibiades,
353,Alpha,COL 173 SECTOR ID-Z C14-0,1228.90625,-401.4375,-26.96875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,A 4,1,High metal content world,0.3395783778,173,287,No volcanism,94.61099627,-94.61105277,0.000466,Alkibiades,
354,Gamma,EORL AUWSY SY-Z D13-3732,4958.9375,163.9375,20635.09375,Empyrean Straits,Empyrean Straits,G (White-Yellow) Star,9 B,1,Rocky body,0.1213014997,2685,221,No volcanism,1.515153037,1.515176467,0.002928,CDD_Juriy,
355,Beta,BLAE EORK NE-E D13-25,8670.0625,-65.1875,2680.59375,Outer Orion Spur,Outer Orion Spur,F (White) Star,B 2,1,High metal content world,0.1899756256,10342,227,No volcanism,135.7236877,1.684328888,0.000825,EmulatedPenguin,
356,Alpha,BLAE EORK NE-E D13-25,8670.0625,-65.1875,2680.59375,Outer Orion Spur,Outer Orion Spur,F (White) Star,B 2,2,High metal content world,0.1899756256,10342,227,No volcanism,135.7236877,1.684328888,0.000825,EmulatedPenguin,
357,Beta,DROKOE FU-O B39-0,14600.21875,-160.15625,3619.3125,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star,C 7,1,High metal content world,0.3036975503,3771,277,No volcanism,32.93070942,32.9307889,0.003005,Marxanthius,
358,Gamma,DROKOE FU-O B39-0,14600.21875,-160.15625,3619.3125,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star,C 7,2,High metal content world,0.3036975503,3771,277,No volcanism,32.93070942,32.9307889,0.003005,Marxanthius,
359,Gamma,NGC 2516 SECTOR UT-Z B2,1294.3125,-322.46875,-13.78125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,A 1,1,High metal content world,0.3424689914,42,298,No volcanism,16.42852608,16.4286792,0.000004,theo_dorst,
360,Gamma,NGC 2516 SECTOR UT-Z B2,1294.3125,-322.46875,-13.78125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,A 1,2,High metal content world,0.3424689914,42,298,No volcanism,16.42852608,16.4286792,0.000004,theo_dorst,
361,Alpha,TRAPEZIUM SECTOR YU-X C1-2,573.59375,-339.46875,-1167.65625,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,1 A,1,Rocky body,0.3059238068,253,246,No volcanism,8.374837745,8.524807315,,CodexNecro81,
362,Alpha,COL 173 SECTOR PD-B B29-4,1032.34375,-297.9375,-67.6875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,A 6,1,High metal content world,0.2524702723,95,289,No volcanism,47.04308317,47.0431365,0.000849,Raellyn Seytarwen,
363,Beta,COL 173 SECTOR PD-B B29-4,1032.34375,-297.9375,-67.6875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,A 5,1,High metal content world,0.2546922328,95,290,No volcanism,46.64413769,46.64419739,0.000115,Raellyn Seytarwen,
364,Beta,COL 173 SECTOR PD-B B29-4,1032.34375,-297.9375,-67.6875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,A 5,2,High metal content world,0.2546922328,95,290,No volcanism,46.64413769,46.64419739,0.000115,Raellyn Seytarwen,
365,Alpha,COL 173 SECTOR GH-L D8-31,1519.6875,-214,-11.3125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,C 3,2,High metal content world,0.218540793,195394,239,No volcanism,4.893728221,-4.893736228,0.002881,Alkibiades,
366,Gamma,COL 173 SECTOR GH-L D8-31,1519.6875,-214,-11.3125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,C 3,1,High metal content world,0.218540793,195394,239,No volcanism,4.893728221,-4.893736228,0.002881,Alkibiades,
367,Beta,COL 173 SECTOR EH-L D8-41,1333.75,-205.84375,-9.59375,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,1 A,1,Rocky body,0.155096384,937,221,No volcanism,2.690265921,2.690318055,0.002103,Caprica XIV,
368,Alpha,COL 173 SECTOR EH-L D8-41,1333.75,-205.84375,-9.59375,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,1 A,2,Rocky body,0.155096384,937,221,No volcanism,2.690265921,2.690318055,0.002103,Caprica XIV,
369,Gamma,GRAEA HYPUE YE-Y D1-212,-637.6875,-577.125,13234.15625,Norma Expanse,Norma Expanse,A (Blue-White) Star,3 A,1,Rocky body,0.2216429018,1758,242,Metallic Magma,1.08909787,-0.995032946,0.000019,Namix,
370,Gamma,GRAEA HYPUE YE-Y D1-212,-637.6875,-577.125,13234.15625,Norma Expanse,Norma Expanse,A (Blue-White) Star,3 A,2,Rocky body,0.2216429018,1758,242,Metallic Magma,1.08909787,-0.995032946,0.000019,Namix,
371,Beta,GRAEA HYPUE AA-Z E24,-632.5,-562.09375,13237,Norma Expanse,Norma Expanse,B (Blue-White) Star,12 C,1,Rocky body,0.209365707,5198,287,No volcanism,6.011146224,6.011315062,0.000557,Namix,
372,Gamma,GRAEA HYPUE AA-Z E24,-632.5,-562.09375,13237,Norma Expanse,Norma Expanse,B (Blue-White) Star,12 B,1,Rocky body,0.2443163813,5201,291,No volcanism,4.112038485,4.112153979,0.001207,Namix,
373,Alpha,GRAEA HYPUE AA-Z E24,-632.5,-562.09375,13237,Norma Expanse,Norma Expanse,B (Blue-White) Star,12 B,2,Rocky body,0.2443163813,5201,291,No volcanism,4.112038485,4.112153979,0.001207,Namix,
374,Gamma,GRAEA HYPUE PT-Q D5-97,-905.25,-665.78125,13530.65625,Norma Expanse,Norma Expanse,A (Blue-White) Star,7 C,1,Rocky body,0.2701554705,1350,289,No volcanism,4.70476087,4.639233607,0.00188,EmulatedPenguin,
375,Beta,GRAEA HYPUE PT-Q D5-97,-905.25,-665.78125,13530.65625,Norma Expanse,Norma Expanse,A (Blue-White) Star,7 C,2,Rocky body,0.2701554705,1350,289,No volcanism,4.70476087,4.639233607,0.00188,EmulatedPenguin,
376,Beta,VELA DARK REGION TD-S B4-5,1071.21875,-121.03125,-50.09375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,C 1,1,High metal content world,0.1518835625,51237,284,No volcanism,6.236519665,6.236528134,0.000214,LilacLight,
377,Gamma,VELA DARK REGION TD-S B4-5,1071.21875,-121.03125,-50.09375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,C 1,2,High metal content world,0.1518835625,51237,284,No volcanism,6.236519665,6.236528134,0.000214,LilacLight,
378,Beta,VELA DARK REGION TD-S B4-5,1071.21875,-121.03125,-50.09375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,C 1,3,High metal content world,0.1518835625,51237,284,No volcanism,6.236519665,6.236528134,0.000214,LilacLight,
379,Beta,VELA DARK REGION TD-S B4-5,1071.21875,-121.03125,-50.09375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,C 2,1,High metal content world,0.1803524549,51225,250,No volcanism,9.982218345,9.982231694,0.000391,LilacLight,
380,Beta,COL 173 SECTOR VV-C C13-7,1107.65625,-373.21875,-108.0625,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,AB 9 A,1,Rocky body,0.1218860231,1986,224,Major Metallic Magma,0.8626275868,0.8626400519,0.00112,LilacLight,
381,Beta,COL 173 SECTOR VV-C C13-7,1107.65625,-373.21875,-108.0625,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,AB 9 A,2,Rocky body,0.1218860231,1986,224,Major Metallic Magma,0.8626275868,0.8626400519,0.00112,LilacLight,
382,Gamma,GRAEA HYPUE PT-Q D5-99,-915.71875,-690.9375,13541.0625,Norma Expanse,Norma Expanse,A (Blue-White) Star,7 A,1,Rocky body,0.1694969042,2371,293,Major Silicate Vapour Geysers,0.8315831216,-0.831587555,0.000287,EmulatedPenguin,
383,Beta,GRAEA HYPUE AG-V D3-25,-698.9375,-324.46875,13368.1875,Norma Expanse,Norma Expanse,F (White) Star,A 7 A,2,Rocky body,0.1270804473,507,301,Minor Rocky Magma,2.12395681,2.124444689,0.00002,Alkibiades,
384,Alpha,GRAEA HYPUE AG-V D3-25,-698.9375,-324.46875,13368.1875,Norma Expanse,Norma Expanse,F (White) Star,A 7 A,1,Rocky body,0.1270804473,507,301,Minor Rocky Magma,2.12395681,2.124444689,0.00002,Alkibiades,
385,Alpha,GRAEA HYPUE AG-V D3-25,-698.9375,-324.46875,13368.1875,Norma Expanse,Norma Expanse,F (White) Star,A 10 B,1,Rocky body,0.1237344855,1035,232,No volcanism,1.501210586,1.501249687,0.000231,Alkibiades,
386,Alpha,COL 173 SECTOR AU-Y B30-0,1334.75,-169.53125,-33.46875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,3,High metal content world,0.301121201,66379,290,No volcanism,14.81155899,14.81168224,0.000722,Alkibiades,
387,Alpha,COL 173 SECTOR AU-Y B30-0,1334.75,-169.53125,-33.46875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,1,High metal content world,0.301121201,66379,290,No volcanism,14.81155899,14.81168224,0.000722,Alkibiades,
388,Beta,COL 173 SECTOR AU-Y B30-0,1334.75,-169.53125,-33.46875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,2,High metal content world,0.301121201,66379,290,No volcanism,14.81155899,14.81168224,0.000722,Alkibiades,
389,Alpha,COL 173 SECTOR MK-D C13-3,1005.375,-235.78125,-138.15625,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 2,1,High metal content world,0.3037081475,188810,276,Metallic Magma,0.7675396899,0.9895477433,0.153759,LilacLight,
390,Gamma,COL 173 SECTOR MK-D C13-3,1005.375,-235.78125,-138.15625,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 2,2,High metal content world,0.3037081475,188810,276,Metallic Magma,0.7675396899,0.9895477433,0.153759,LilacLight,
391,Alpha,COL 173 SECTOR MK-D C13-3,1005.375,-235.78125,-138.15625,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 2,3,High metal content world,0.3037081475,188810,276,Metallic Magma,0.7675396899,0.9895477433,0.153759,LilacLight,
392,Beta,COL 173 SECTOR OO-Q D5-18,1020.90625,-213.65625,-209.15625,Inner Orion Spur,Inner Orion Spur,F (White) Star,6 A,1,Rocky body,0.2422491032,2043,216,No volcanism,2.677213677,2.677244988,0.00014,LilacLight,
393,Beta,COL 173 SECTOR OO-Q D5-18,1020.90625,-213.65625,-209.15625,Inner Orion Spur,Inner Orion Spur,F (White) Star,6 A,2,Rocky body,0.2422491032,2043,216,No volcanism,2.677213677,2.677244988,0.00014,LilacLight,
394,Beta,COL 173 SECTOR OO-Q D5-18,1020.90625,-213.65625,-209.15625,Inner Orion Spur,Inner Orion Spur,F (White) Star,6 A,3,Rocky body,0.2422491032,2043,216,No volcanism,2.677213677,2.677244988,0.00014,LilacLight,
395,Gamma,COL 173 SECTOR OO-Q D5-18,1020.90625,-213.65625,-209.15625,Inner Orion Spur,Inner Orion Spur,F (White) Star,6 B,1,Rocky body,0.2471903921,2030,200,No volcanism,6.243665254,-6.243739121,0.000016,LilacLight,
396,Alpha,COL 173 SECTOR OO-Q D5-18,1020.90625,-213.65625,-209.15625,Inner Orion Spur,Inner Orion Spur,F (White) Star,6 B,2,Rocky body,0.2471903921,2030,200,No volcanism,6.243665254,-6.243739121,0.000016,LilacLight,
397,Gamma,COL 173 SECTOR RI-R B21-3,1099.8125,-66.71875,-237.25,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,C 1,1,High metal content world,0.2727049524,70044,293,No volcanism,2.854100187,2.854114617,0.001168,LilacLight,
398,Beta,COL 173 SECTOR RI-R B21-3,1099.8125,-66.71875,-237.25,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,C 1,2,High metal content world,0.2727049524,70044,293,No volcanism,2.854100187,2.854114617,0.001168,LilacLight,
399,Alpha,COL 173 SECTOR RI-R B21-3,1099.8125,-66.71875,-237.25,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,C 1,3,High metal content world,0.2727049524,70044,293,No volcanism,2.854100187,2.854114617,0.001168,LilacLight,
400,Beta,COL 173 SECTOR SB-Z C15-7,1156.03125,-29.9375,-3.625,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 4,1,High metal content world,0.1684404194,4064,225,No volcanism,6.173618966,8.948796732,0.037988,LilacLight,
401,Gamma,COL 173 SECTOR SB-Z C15-7,1156.03125,-29.9375,-3.625,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 4,2,High metal content world,0.1684404194,4064,225,No volcanism,6.173618966,8.948796732,0.037988,LilacLight,
402,Beta,COL 173 SECTOR SB-Z C15-7,1156.03125,-29.9375,-3.625,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 4,3,High metal content world,0.1684404194,4064,225,No volcanism,6.173618966,8.948796732,0.037988,LilacLight,
403,Alpha,COL 173 SECTOR JE-V B33-4,1102.84375,13.25,20.0625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,1,High metal content world,0.1462908707,1027,285,No volcanism,3.222022551,3.222026114,0.000346,LilacLight,
404,Alpha,COL 173 SECTOR JE-V B33-4,1102.84375,13.25,20.0625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,2,High metal content world,0.1462908707,1027,285,No volcanism,3.222022551,3.222026114,0.000346,LilacLight,
405,Alpha,COL 173 SECTOR JE-V B33-4,1102.84375,13.25,20.0625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,3,High metal content world,0.1462908707,1027,285,No volcanism,3.222022551,3.222026114,0.000346,LilacLight,
406,Beta,COL 173 SECTOR IY-H D10-54,1153.15625,-158.53125,186.90625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,B 9,1,High metal content world,0.1712084383,410727,291,No volcanism,90.03395284,1.201593786,0.004664,LilacLight,
407,Gamma,COL 173 SECTOR IY-H D10-54,1153.15625,-158.53125,186.90625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,B 9,2,High metal content world,0.1712084383,410727,291,No volcanism,90.03395284,1.201593786,0.004664,LilacLight,
408,Alpha,COL 173 SECTOR PF-C C14-22,1212.90625,-142.78125,-70.90625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,1,High metal content world,0.3523327668,47093,228,No volcanism,83.91062488,0.7540504947,0.007214,LilacLight,
409,Beta,COL 173 SECTOR PF-C C14-22,1212.90625,-142.78125,-70.90625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,2,High metal content world,0.3523327668,47093,228,No volcanism,83.91062488,0.7540504947,0.007214,LilacLight,
410,Alpha,COL 173 SECTOR PF-C C14-22,1212.90625,-142.78125,-70.90625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,3,High metal content world,0.3523327668,47093,228,No volcanism,83.91062488,0.7540504947,0.007214,LilacLight,
411,Gamma,COL 173 SECTOR SA-C C14-1,1216.21875,-182.125,-103.0625,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,A 5,1,High metal content world,0.3132821417,165,295,No volcanism,86.54669479,86.54673647,0.001007,LilacLight,
412,Gamma,COL 173 SECTOR SA-C C14-1,1216.21875,-182.125,-103.0625,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 4,1,High metal content world,0.1482907078,3343,282,No volcanism,38.71966912,38.71967523,0.003793,LilacLight,
413,Beta,COL 173 SECTOR SA-C C14-1,1216.21875,-182.125,-103.0625,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,B 4,2,High metal content world,0.1482907078,3343,282,No volcanism,38.71966912,38.71967523,0.003793,LilacLight,
414,Gamma,GRAEA HYPUE NY-Q D5-111,-898.625,-643.09375,13529.90625,Norma Expanse,Norma Expanse,F (White) Star,5 A,1,Rocky body,0.1448257891,617,277,No volcanism,1.50179932,1.501806684,0.001599,EmulatedPenguin,
415,Gamma,GRAEA HYPUE NY-Q D5-111,-898.625,-643.09375,13529.90625,Norma Expanse,Norma Expanse,F (White) Star,5 A,2,Rocky body,0.1448257891,617,277,No volcanism,1.50179932,1.501806684,0.001599,EmulatedPenguin,
416,Alpha,PRAI HYPOO RC-C D19,-9195.28125,-400.4375,7917.0625,Temple,Temple,A (Blue-White) Star,B 1,1,High metal content world,0.1907132464,33890,290,No volcanism,18.72568909,30.15501976,0.01229,LilacLight,
417,Beta,PRAI HYPOO RC-C D19,-9195.28125,-400.4375,7917.0625,Temple,Temple,A (Blue-White) Star,B 1,2,High metal content world,0.1907132464,33890,290,No volcanism,18.72568909,30.15501976,0.01229,LilacLight,
418,Gamma,GRAEA HYPUE QY-J B12-7,-611.625,-575.4375,13282.71875,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 4,1,High metal content world,0.2440950722,1131,282,Major Silicate Vapour Geysers,0.3906254691,0.5788914447,0.092896,LilacLight,
419,Beta,GRAEA HYPUE QY-J B12-7,-611.625,-575.4375,13282.71875,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 4,2,High metal content world,0.2440950722,1131,282,Major Silicate Vapour Geysers,0.3906254691,0.5788914447,0.092896,LilacLight,
420,Gamma,GRAEA HYPUE QY-J B12-7,-611.625,-575.4375,13282.71875,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 5,1,High metal content world,0.2293977647,1131,282,Major Silicate Vapour Geysers,0.3906254691,0.5292902755,0.092896,LilacLight,
421,Alpha,GRAEA HYPUE DL-W D2-16,-588,-539.5625,13287.875,Norma Expanse,Norma Expanse,F (White) Star,3,1,High metal content world,0.1941816159,522,298,No volcanism,16.05496086,21.50996559,0.055192,LilacLight,
422,Alpha,GRAEA HYPUE DL-W D2-16,-588,-539.5625,13287.875,Norma Expanse,Norma Expanse,F (White) Star,3,2,High metal content world,0.1941816159,522,298,No volcanism,16.05496086,21.50996559,0.055192,LilacLight,
423,Gamma,GRAEA HYPUE GH-M B11-1,-624.4375,-518.0315,13258.4375,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 1,1,High metal content world,0.1830327895,107668,294,No volcanism,4.761783406,4.762825319,0.000212,LilacLight,
424,Alpha,GRAEA HYPUE GH-M B11-1,-624.4375,-518.0315,13258.4375,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 1,2,High metal content world,0.1830327895,107668,294,No volcanism,4.761783406,4.762825319,0.000212,LilacLight,
425,Beta,GRAEA HYPUE AG-V D3-60,-663.21875,-310.1875,13335.65625,Norma Expanse,Norma Expanse,F (White) Star,9 A,1,Rocky body,0.1503375003,2548,217,No volcanism,3.151831941,3.151869396,0.001968,LilacLight,
426,Beta,GRAEA HYPUE AG-V D3-60,-663.21875,-310.1875,13335.65625,Norma Expanse,Norma Expanse,F (White) Star,9 A,2,Rocky body,0.1503375003,2548,217,No volcanism,3.151831941,3.151869396,0.001968,LilacLight,
