SiteId,Type,Journal Name,Entry Id,System Name,x,y,z,Region (Calculated),Region (Journal),Primary Star,Body Name,POI Id,Body Sub Type,Gravity,Distance To Arrival,Surface Temperature,Volcanism,Orbital Period,Rotational Period,Orbital Eccentricity,Discovered By,Discovered By,Discovered By,Discovered By,Discovered By
11404,Lividum Brain Tree,codex_ent_seedefgh,2100205,GRAEA HYPUE CQ-W D2-71,-502.1875,-489.40625,13281.5625,Norma Expanse,Norma Expanse,F (White) Star, 1 A,13,Rocky body,0.1042618839,1195,307,Metallic Magma,1.032095258,0.9954297657,0.000074,Insane Golgotha,Insane Golgotha,,,
11405,Lividum Brain Tree,codex_ent_seedefgh,2100205,GRAEA HYPUE CQ-W D2-57,-524.28125,-438.03125,13269.9375,Norma Expanse,Norma Expanse,F (White) Star, A 1 A,22,Rocky body,0.1145507236,753,353,Major Silicate Vapour Geysers,0.395852079,0.6210693717,0.1885,Insane Golgotha,Insane Golgotha,,,
11406,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE FG-T C5-27,-495.28125,-497.46875,13281.4375,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star, ABC 1,3,High metal content world,0.9730783305,48,526,Rocky Magma,11.13805844,11.1532565,0.000003,Insane Golgotha,Insane Golgotha,,,
11407,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE CQ-W D2-59,-486.875,-497,13299.3125,Norma Expanse,Norma Expanse,F (White) Star,2,8,High metal content world,1.400195095,53,840,Minor Metallic Magma,11.41807002,-11.42505347,0.000002,Insane Golgotha,Insane Golgotha,,,
11408,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-60,-472.65625,-468.84375,13308.90625,Norma Expanse,Norma Expanse,F (White) Star, 4 D,6,Rocky body,0.09048353853,1040,245,Major Silicate Vapour Geysers,0.3865014279,0.5691893689,0.148435,Insane Golgotha,Insane Golgotha,,,
11409,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE ZL-J D10-109,852.65625,-51.125,-124.84375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, E 2 A,4,Rocky body,0.1363010261,90731,223,Minor Metallic Magma,1.06899768,1.076611442,,Jiandi,Jiandi,,,
11410,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE ZL-J D10-109,852.65625,-51.125,-124.84375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, E 2 A,5,Rocky body,0.1363010261,90731,223,Minor Metallic Magma,1.06899768,1.076611442,,Jiandi,Jiandi,,,
11411,Lividum Brain Tree,codex_ent_seedefgh,2100205,GRAEA HYPUE CQ-W D2-92,-486.21875,-454.84375,13323.1875,Norma Expanse,Norma Expanse,A (Blue-White) Star, AB 1 A,10,Rocky body,0.1063625442,1035,436,Minor Metallic Magma,1.063624245,1.063628503,0.000955,Insane Golgotha,Insane Golgotha,,,
11412,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE SO-H B14-15,-490.46875,-451.9375,13321.21875,Norma Expanse,Norma Expanse,M (Red dwarf) Star, B 1,1,High metal content world,0.07972432251,1580,320,Minor Metallic Magma,1.179594202,1.179594244,0.001537,Insane Golgotha,Insane Golgotha,,,
11413,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE SJ-P D6-105,-701.03125,-552.75,13634.71875,Norma Expanse,Norma Expanse,A (Blue-White) Star,4,7,High metal content world,1.185873591,263,581,Minor Silicate Vapour Geysers,106.0787223,106.084794,0.000037,Scytale Tleilaxu,Scytale Tleilaxu,,,
11414,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE HW-M B11-5,-480.5625,-445.71875,13270.25,Norma Expanse,Norma Expanse,M (Red dwarf) Star, B 3,3,High metal content world,0.1529417932,384,342,Major Silicate Vapour Geysers,0.3825033911,0.6855885817,0.054534,Insane Golgotha,Insane Golgotha,,,
11415,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE JH-L B12-2,-483.78125,-440,13275.1875,Norma Expanse,Norma Expanse,M (Red dwarf) Star, B 1,1,High metal content world,0.0519207933,57,470,Minor Metallic Magma,1.164183435,1.164183469,0.007194,Insane Golgotha,Insane Golgotha,,,
11416,Lividum Brain Tree,codex_ent_seedefgh,2100205,WREGOE MW-T C17-3,1087.25,256.46875,-294.9375,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, BC 1 A,10,Rocky body,0.05632790561,3301,476,Major Silicate Vapour Geysers,0.6603251315,0.666099521,,Gathoo,Gathoo,,,
11417,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-64,-493.34375,-437.40625,13306,Norma Expanse,Norma Expanse,A (Blue-White) Star, A 2 A,7,Rocky body,0.1666729766,1924,303,Major Silicate Vapour Geysers,0.8396771081,0.8396810844,0.00304,Insane Golgotha,Insane Golgotha,,,
11418,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-65,-502.8125,-438.53125,13291.28125,Norma Expanse,Norma Expanse,A (Blue-White) Star,4,1,High metal content world,1.266100588,1704,213,Minor Silicate Vapour Geysers,1740.330347,2.553817468,0.010867,Insane Golgotha,Insane Golgotha,,,
11419,Roseum Brain Tree,codex_ent_seed,2100201,WREGOE AK-X C15-4,913.5625,262.875,-350.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, E 1,6,High metal content world,0.117991527,209947,469,Rocky Magma,2.024131586,1.980211603,0.000277,Gathoo,Gathoo,,,
11420,Roseum Brain Tree,codex_ent_seed,2100201,WREGOE AK-X C15-4,913.5625,262.875,-350.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, E 3,9,High metal content world,0.07145561284,209954,310,Minor Silicate Vapour Geysers,1.179156963,1.523942157,0.083074,Gathoo,Gathoo,,,
11421,Roseum Brain Tree,codex_ent_seed,2100201,WREGOE AK-X C15-4,913.5625,262.875,-350.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, E 4,2,High metal content world,0.08301736878,209954,310,Major Rocky Magma,1.179156963,1.861379238,0.083074,Gathoo,Gathoo,,,
11422,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,WREGOE LM-M D7-5,861.1875,248.71875,-373.625,Inner Orion Spur,Inner Orion Spur,F (White) Star,2,8,High metal content world,1.760120749,157,502,Metallic Magma,59.31550499,59.88369213,0.000713,Gathoo,Gathoo,,,
11423,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR JH-V C2-6,8607,-140.28125,2714.1875,Outer Orion Spur,Outer Orion Spur,K (Yellow-Orange) Star,4,6,High metal content world,1.216423021,66,452,Minor Silicate Vapour Geysers,21.78969618,21.82374132,0.000016,Aegir Ebonwing,Aegir Ebonwing,,,
11424,Lividum Brain Tree,codex_ent_seedefgh,2100205,GRAEA HYPUE NJ-P D6-7,-1035.875,-566.34375,13637.8125,Norma Expanse,Norma Expanse,A (Blue-White) Star, 5 B,11,Rocky body,0.1239844353,1050,313,Major Silicate Vapour Geysers,0.563426778,0.3536021956,0.164496,Scytale Tleilaxu,Scytale Tleilaxu,,,
11425,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,GRAEA HYPUE KD-R D5-48,-1010.625,-549.34375,13564.40625,Norma Expanse,Norma Expanse,A (Blue-White) Star, AB 4 A,18,Rocky body,0.156891492,2917,224,Metallic Magma,1.021464721,1.021501628,0.00075,Scytale Tleilaxu,Scytale Tleilaxu,,,
11426,Roseum Brain Tree,codex_ent_seed,2100201,COL 173 SECTOR XF-N D7-105,1293.5625,-175.625,-48.3125,Inner Orion Spur,Inner Orion Spur,F (White) Star, A 4 A A,2,Rocky body,0.04389836927,2026,224,Major Silicate Vapour Geysers,0.3927507472,0.3985523287,,telcoM,telcoM,,,
11427,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,COL 173 SECTOR XF-N D7-105,1293.5625,-175.625,-48.3125,Inner Orion Spur,Inner Orion Spur,F (White) Star, A 2,6,High metal content world,1.320724281,149,644,Minor Metallic Magma,51.58855821,51.72824573,0.000049,telcoM,telcoM,,,
11428,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE UJ-H B14-7,-498.9375,-469.3125,13328.125,Norma Expanse,Norma Expanse,M (Red dwarf) Star, B 1,2,High metal content world,0.2645273906,454,424,Major Silicate Vapour Geysers,0.8524982535,0.8524996733,0.001763,Insane Golgotha,Insane Golgotha,,,
11429,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE GW-U D3-173,-511.28125,-486.875,13338.96875,Norma Expanse,Norma Expanse,G (White-Yellow) Star, C 4,3,High metal content world,0.1113115998,1379,476,Metallic Magma,0.7444123634,1.490612884,0.17143,Insane Golgotha,Insane Golgotha,,,
11430,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE GW-U D3-152,-507.78125,-477.53125,13343.1875,Norma Expanse,Norma Expanse,G (White-Yellow) Star,3,4,High metal content world,0.07859960024,301,293,Major Silicate Vapour Geysers,0.6995109634,0.7059590035,0.066313,Insane Golgotha,Insane Golgotha,,,
11431,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE NS-P C7-20,-486.71875,-465.96875,13335.40625,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,1,4,Metal-rich body,1.068424442,8,1291,Silicate Vapour Geysers,0.8706813885,0.874345357,0.000001,Insane Golgotha,Insane Golgotha,,,
11432,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE HR-R C6-44,-470.59375,-455.09375,13333,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,2,1,High metal content world,0.3964708866,17,887,Minor Silicate Vapour Geysers,1.055517682,1.460013127,0.012307,Insane Golgotha,Insane Golgotha,,,
11433,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-230,-491.6875,-473.78125,13308.5,Norma Expanse,Norma Expanse,G (White-Yellow) Star,4,1,High metal content world,1.028999106,120,456,Major Rocky Magma,44.76007695,44.51039447,0.000103,Insane Golgotha,Insane Golgotha,,,
11434,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-73,-497.875,-471.8125,13329.5,Norma Expanse,Norma Expanse,A (Blue-White) Star, 4 A,15,Rocky body,0.1391436311,1771,295,Metallic Magma,0.9151484196,0.9151540424,0.001553,Insane Golgotha,Insane Golgotha,,,
11435,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE CQ-W D2-229,-502.21875,-466.96875,13322.15625,Norma Expanse,Norma Expanse,G (White-Yellow) Star,2,10,High metal content world,1.78383823,47,921,Major Silicate Vapour Geysers,9.677587698,9.783416851,0.00003,Insane Golgotha,Insane Golgotha,,,
11436,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE CQ-W D2-77,-523.125,-501.46875,13332.53125,Norma Expanse,Norma Expanse,A (Blue-White) Star, A 1,3,Metal-rich body,1.128822432,82,1069,Rocky Magma,18.27677712,18.33490479,0.000068,Insane Golgotha,Insane Golgotha,,,
11437,Roseum Brain Tree,codex_ent_seed,2100201,SWOILZ EE-Y B6-3,1139.46875,-185.59375,358.5625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 1 A,1,Rocky body,0.1115398884,45,221,Metallic Magma,0.8936214226,0.8984314386,,Jiandi,Jiandi,,,
11438,Roseum Brain Tree,codex_ent_seed,2100201,SWOILZ EE-Y B6-3,1139.46875,-185.59375,358.5625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 1 A,7,Rocky body,0.1115398884,45,221,Metallic Magma,0.8936214226,0.8984314386,,Jiandi,Jiandi,,,
11439,Roseum Brain Tree,codex_ent_seed,2100201,VELA DARK REGION WT-R B4-3,1044.6875,-158.4375,-62.5625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 1,11,High metal content world,0.2017171106,860,304,Minor Rocky Magma,2.15578559,2.119004268,0.00085,telcoM,telcoM,,,
11440,Roseum Brain Tree,codex_ent_seed,2100201,VELA DARK REGION KR-W C1-24,1036.875,-163.59375,-85.96875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,5,3,High metal content world,2.513842662,117,450,Major Silicate Vapour Geysers,43.41251941,44.08112943,0.000188,telcoM,telcoM,,,
11441,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE QY-I B13-10,-528.53125,-487.71875,13301.875,Norma Expanse,Norma Expanse,M (Red dwarf) Star, C 2,2,High metal content world,0.2572397272,1306,412,Major Rocky Magma,1.89726648,1.897275237,0.000674,Insane Golgotha,Insane Golgotha,,,
11442,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-82,-531.875,-492.625,13287.46875,Norma Expanse,Norma Expanse,F (White) Star, 2 A,5,Rocky body,0.06252186302,1197,205,Minor Metallic Magma,1.119169006,1.119172868,0.000018,Insane Golgotha,Insane Golgotha,,,
11443,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,SWOILZ XK-A C3-3,705.84375,-102.75,342.78125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, A 1,1,Metal-rich body,0.05789074877,7,1290,Silicate Vapour Geysers,0.8618632676,0.8099684219,0.005449,Mouadib,Mouadib,,,
11444,Roseum Brain Tree,codex_ent_seed,2100201,VELA DARK REGION KR-W C1-24,1036.875,-163.59375,-85.96875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 7 B,3,Rocky body,0.1350329273,636,228,Major Silicate Vapour Geysers,0.5173483656,0.7499371518,0.148647,telcoM,telcoM,,,
11445,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,GRAEA HYPUE CQ-W D2-254,-503.375,-457.5625,13334.09375,Norma Expanse,Norma Expanse,F (White) Star, A 2 A,6,Rocky body,0.05888593004,1037,243,Metallic Magma,0.6768169227,0.6771662795,0.141067,Insane Golgotha,Insane Golgotha,,,
11446,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,SWOILZ XK-A C3-3,705.84375,-102.75,342.78125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, A 2,3,Metal-rich body,0.05186864279,10,1139,Metallic Magma,1.319202767,1.26615275,0.000289,Mouadib,Mouadib,,,
11447,Roseum Brain Tree,codex_ent_seed,2100201,VELA DARK REGION KR-W C1-24,1036.875,-163.59375,-85.96875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 7 C,1,Rocky body,0.1306475039,636,228,Major Silicate Vapour Geysers,0.5173483656,0.714621963,0.148647,telcoM,telcoM,,,
11448,Roseum Brain Tree,codex_ent_seed,2100201,VELA DARK REGION KR-W C1-24,1036.875,-163.59375,-85.96875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 7 D,6,Rocky body,0.131756949,640,222,Metallic Magma,0.5799478265,0.9684582465,0.115647,telcoM,telcoM,,,
11449,Roseum Brain Tree,codex_ent_seed,2100201,VELA DARK REGION KR-W C1-24,1036.875,-163.59375,-85.96875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 7 E,4,Rocky body,0.1080992011,641,222,Major Silicate Vapour Geysers,0.5799478265,0.7241458441,0.115647,telcoM,telcoM,,,
11450,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-84,-468.34375,-458.90625,13319.84375,Norma Expanse,Norma Expanse,A (Blue-White) Star, AB 6 C A,1,Rocky body,0.05157784406,1412,300,Minor Metallic Magma,1.104813731,1.133107782,,Insane Golgotha,Insane Golgotha,,,
11451,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE VT-E B45-7,475.96875,-99.5,-96.5625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 2 A,17,Rocky body,0.1337488916,44,345,Minor Silicate Vapour Geysers,1.380580098,1.421153809,,telcoM,telcoM,,,
11452,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE CQ-W D2-231,-529.53125,-448.6875,13265.59375,Norma Expanse,Norma Expanse,G (White-Yellow) Star, B 3,8,High metal content world,1.609350584,79245,982,Metallic Magma,6.157016244,6.162917804,0.000008,Insane Golgotha,Insane Golgotha,,,
11453,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,GRAEA HYPUE CQ-W D2-260,-514.3125,-491.75,13262.65625,Norma Expanse,Norma Expanse,F (White) Star, 2 A,22,Rocky body,0.08730397549,909,315,Minor Metallic Magma,1.132050791,1.132058098,0.000878,Insane Golgotha,Insane Golgotha,,,
11454,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-103,-485.6875,-500.625,13273.03125,Norma Expanse,Norma Expanse,A (Blue-White) Star, 2 A,1,Rocky body,0.1248438595,1517,320,Minor Metallic Magma,1.131212787,1.131221344,0.000099,Insane Golgotha,Insane Golgotha,,,
11455,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE FG-T C5-49,-500.84375,-483.03125,13269.1875,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star, C 3,8,High metal content world,0.1710505249,3130,290,Minor Silicate Vapour Geysers,1.223066477,2.069735844,0.068272,Insane Golgotha,Insane Golgotha,,,
11456,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE CQ-W D2-105,-510.28125,-437.65625,13291,Norma Expanse,Norma Expanse,A (Blue-White) Star, 6 B,9,High metal content world,0.08486169957,3460,158,Major Silicate Vapour Geysers,0.3701342132,0.4605893766,0.013544,Insane Golgotha,Insane Golgotha,,,
11457,Lindigoticum Brain Tree,codex_ent_seedefgh_03,2100208,SKAUDAI BH-B D14-47,-5506.875,-565.59375,10442.25,Inner Scutum-Centaurus Arm,Inner Scutum-Centaurus Arm,A (Blue-White) Star, A 2 A,9,Rocky body,0.09008057247,1373,404,Major Silicate Vapour Geysers,0.8223557762,0.822358941,0.00008,Cometborne,Cometborne,,,
11458,Viride Brain Tree,codex_ent_seedabcd_03,2100204,SKAUDAI HZ-A C29-2,-5457.8125,-521.25,10428.21875,Inner Scutum-Centaurus Arm,Inner Scutum-Centaurus Arm,G (White-Yellow) Star, 2 A,1,Rocky Ice world,0.06602530338,1384,130,Major Rocky Magma,1.884965278,1.885032371,0.000628,Cometborne,Cometborne,,,
11459,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-107,-476.09375,-479.125,13322.78125,Norma Expanse,Norma Expanse,A (Blue-White) Star, 1 A,25,Rocky body,0.1931610013,1679,275,Minor Silicate Vapour Geysers,1.573035356,1.501562617,0.027017,Insane Golgotha,Insane Golgotha,,,
11460,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE CQ-W D2-112,-484.5,-461.5,13315.90625,Norma Expanse,Norma Expanse,F (White) Star, B 2 A,6,Metal-rich body,0.09853840063,198,1097,Major Silicate Vapour Geysers,0.5083597231,0.5180000651,,Insane Golgotha,Insane Golgotha,,,
11461,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-146,-518,-450.53125,13318.6875,Norma Expanse,Norma Expanse,A (Blue-White) Star, AB 1 B A,2,Rocky body,0.07173425641,1484,300,Major Silicate Vapour Geysers,0.4654880751,0.4886673176,,Insane Golgotha,Insane Golgotha,,,
11462,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE CQ-W D2-116,-528.4375,-464.78125,13313.625,Norma Expanse,Norma Expanse,G (White-Yellow) Star, A 2,6,High metal content world,1.281797996,36,798,Major Rocky Magma,7.209671385,-7.234051551,0.000083,Insane Golgotha,Insane Golgotha,,,
11463,Roseum Brain Tree,codex_ent_seed,2100201,COL 173 SECTOR RU-N D7-46,1249.28125,127.9375,-58.625,Inner Orion Spur,Inner Orion Spur,F (White) Star, B 2,3,High metal content world,0.2108386872,2439,433,Major Silicate Vapour Geysers,0.6687176448,0.8132894529,0.054979,dealingtrap,dealingtrap,,,
11464,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE QT-H B14-2,-489.90625,-435.46875,13316.625,Norma Expanse,Norma Expanse,M (Red dwarf) Star, A 1,1,High metal content world,1.00373284,8,847,Minor Metallic Magma,1.301257009,1.255113742,0.000003,Insane Golgotha,Insane Golgotha,,,
11465,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-119,-485.40625,-426.03125,13284.625,Norma Expanse,Norma Expanse,A (Blue-White) Star, 3 C,10,Rocky body,0.1734889843,1379,362,Minor Water Magma,3.531921448,3.531962834,0.000384,Insane Golgotha,Insane Golgotha,,,
11466,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CL-T C5-36,-537.53125,-455.09375,13286.71875,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star, 1 A,7,Rocky body,0.08335792218,1094,202,Metallic Magma,1.01329002,0.9719187987,0.000087,Insane Golgotha,Insane Golgotha,,,
11467,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-136,-539.34375,-459.78125,13287.84375,Norma Expanse,Norma Expanse,A (Blue-White) Star, 2 B,1,Rocky body,0.1424689507,558,408,Minor Metallic Magma,0.8114106263,1.215845729,0.043732,Insane Golgotha,Insane Golgotha,,,
11468,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE CQ-W D2-211,-532.1875,-480.53125,13291.375,Norma Expanse,Norma Expanse,G (White-Yellow) Star,1,5,High metal content world,1.600083551,34,985,Minor Metallic Magma,6.2678348,6.341889224,0.000003,Insane Golgotha,Insane Golgotha,,,
11469,Lividum Brain Tree,codex_ent_seedefgh,2100205,GRAEA HYPUE CQ-W D2-175,-484.03125,-486.4375,13275.25,Norma Expanse,Norma Expanse,A (Blue-White) Star, 2 A,5,Rocky body,0.1412074049,1136,374,Metallic Magma,1.00965128,1.009673978,0.000105,Insane Golgotha,Insane Golgotha,,,
11470,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-127,-509.71875,-431.21875,13316.5625,Norma Expanse,Norma Expanse,F (White) Star, 1 C A,8,Rocky body,0.08916931432,2096,220,Major Silicate Vapour Geysers,0.6059047594,0.6234241361,,Insane Golgotha,Insane Golgotha,,,
11471,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-128,-477.09375,-434.96875,13306.25,Norma Expanse,Norma Expanse,A (Blue-White) Star, A 3,13,High metal content world,4.205769073,301,490,Major Silicate Vapour Geysers,132.7609505,133.58205,0.000152,Insane Golgotha,Insane Golgotha,,,
11472,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-198,-527.4375,-445.125,13301.8125,Norma Expanse,Norma Expanse,F (White) Star, A 2,2,High metal content world,1.10924818,296,459,Major Rocky Magma,146.2066339,146.2075775,0.000017,Insane Golgotha,Insane Golgotha,,,
11473,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-143,-525.21875,-449.375,13295.84375,Norma Expanse,Norma Expanse,F (White) Star, 4 A,5,Rocky body,0.105892284,781,304,Minor Silicate Vapour Geysers,1.496967135,1.496974285,0.002065,Insane Golgotha,Insane Golgotha,,,
11474,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,GRAEA HYPUE CQ-W D2-133,-520.1875,-473.375,13268.75,Norma Expanse,Norma Expanse,F (White) Star, 2 A,6,Rocky body,0.04771976337,1075,226,Minor Metallic Magma,1.223646518,1.223669808,0.000147,Insane Golgotha,Insane Golgotha,,,
11475,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE LX-K B12-14,-519.59375,-472.8125,13277.84375,Norma Expanse,Norma Expanse,M (Red dwarf) Star, AB 1 A,6,Rocky body,0.196742359,53,439,Minor Metallic Magma,1.16127212,1.213238652,,Insane Golgotha,Insane Golgotha,,,
11476,Lividum Brain Tree,codex_ent_seedefgh,2100205,GRAEA HYPUE CQ-W D2-150,-508.1875,-483.0625,13334.53125,Norma Expanse,Norma Expanse,F (White) Star, 1 A,12,Rocky body,0.1249374772,679,345,Major Silicate Vapour Geysers,0.8578087997,0.8578150905,0.00003,Insane Golgotha,Insane Golgotha,,,
11477,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,SYNUEFE NP-D D13-62,570.65625,-303.125,92.875,Inner Orion Spur,Inner Orion Spur,F (White) Star, A 1,4,Metal-rich body,0.420061563,60,1049,Minor Metallic Magma,1.496927123,-1.549611553,0.007318,Maybar66,Maybar66,,,
11478,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,SYNUEFE NP-D D13-62,570.65625,-303.125,92.875,Inner Orion Spur,Inner Orion Spur,F (White) Star, A 1,3,Metal-rich body,0.420061563,60,1049,Minor Metallic Magma,1.496927123,-1.549611553,0.007318,Maybar66,Maybar66,,,
11479,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-264,-539.96875,-451.96875,13260.75,Norma Expanse,Norma Expanse,G (White-Yellow) Star, A 3,2,High metal content world,1.225476117,142,481,Major Rocky Magma,4.291765461,5.25424389,0.124187,Insane Golgotha,Insane Golgotha,,,
11480,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-139,-538.53125,-446.0625,13260.25,Norma Expanse,Norma Expanse,F (White) Star, AB 1 B,17,Rocky body,0.06247922494,855,307,Major Silicate Vapour Geysers,0.42739772,0.2102271073,0.197915,Insane Golgotha,Insane Golgotha,,,
11481,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE IC-L B12-7,-536.90625,-455.125,13281.125,Norma Expanse,Norma Expanse,M (Red dwarf) Star,4,1,High metal content world,0.1354725545,46,404,Major Rocky Magma,1.305160975,1.671921863,0.050725,Insane Golgotha,Insane Golgotha,,,
11482,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE GR-R C6-9,-522.8125,-452.9375,13297.59375,Norma Expanse,Norma Expanse,G (White-Yellow) Star, 4 A,6,Rocky body,0.1702416318,1740,240,Minor Silicate Vapour Geysers,1.372395704,1.372403273,0.003587,Insane Golgotha,Insane Golgotha,,,
11483,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE CQ-W D2-145,-538.5,-475.4375,13293.625,Norma Expanse,Norma Expanse,A (Blue-White) Star, 2 A,1,Rocky body,0.07954054887,2021,283,Major Silicate Vapour Geysers,0.769641954,0.7696434452,0.000583,Insane Golgotha,Insane Golgotha,,,
11484,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,GRAEA HYPUE CQ-W D2-147,-520.34375,-440.875,13327.6875,Norma Expanse,Norma Expanse,A (Blue-White) Star, 4 B,8,Rocky body,0.1157872767,1452,286,Minor Rocky Magma,2.088674379,2.088698879,0.000087,Insane Golgotha,Insane Golgotha,,,
11485,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,IC 2602 SECTOR BV-X B1-6,482.78125,-56.4375,59.625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,1,1,Metal-rich body,0.8721780283,7,1037,Silicate Vapour Geysers,0.8685375115,0.8732118324,,silicium14,silicium14,,,
11486,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,IC 2602 SECTOR BV-X B1-6,482.78125,-56.4375,59.625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,1,2,Metal-rich body,0.8721780283,7,1037,Silicate Vapour Geysers,0.8685375115,0.8732118324,,silicium14,silicium14,,,
